year,species,guild,birdabundance,budburst,snowmelt,icemelt,regiontemp,breedingtemp
2013,Redpoll,passerine,2,0.7328190247390823,0.3275233538391425,2.4489795918367343,-1.5558823529411754,-2.8305730329022234
2013,Red-throated Loon,waterbird,2,0.7328190247390823,0.3275233538391425,2.4489795918367343,-1.5558823529411754,-2.8305730329022234
2013,Savannah Sparrow,passerine,5,0.7328190247390823,0.3275233538391425,2.4489795918367343,-1.5558823529411754,-2.8305730329022234
2013,Semipalmated Plover,shorebird,10,0.7328190247390823,0.3275233538391425,2.4489795918367343,-1.5558823529411754,-2.8305730329022234
2013,Semipalmated Sandpiper,shorebird,18,0.7328190247390823,0.3275233538391425,2.4489795918367343,-1.5558823529411754,-2.8305730329022234
2013,Snow Bunting,passerine,3,0.7328190247390823,0.3275233538391425,2.4489795918367343,-1.5558823529411754,-2.8305730329022234
2014,Baird's Sandpiper,shorebird,1,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Black Guillemot,waterbird,5,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Common Eider,waterbird,19,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Glaucous Gull,waterbird,9,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Greater White-fronted Goose,waterbird,11,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Lapland Longspur,passerine,27,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Long-tailed Jaeger,birdofprey,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Northern Pintail,waterbird,21,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Redpoll,passerine,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Red-throated Loon,waterbird,1,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Savannah Sparrow,passerine,6,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Semipalmated Plover,shorebird,4,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Semipalmated Sandpiper,shorebird,12,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2014,Snow Bunting,passerine,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,1.7441176470588236,3.906383488836905
2015,Baird's Sandpiper,shorebird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Black Guillemot,waterbird,2,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Common Eider,waterbird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Glaucous Gull,waterbird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Greater White-fronted Goose,waterbird,1,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Lapland Longspur,passerine,8,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Long-tailed Jaeger,birdofprey,0,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Northern Pintail,waterbird,18,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Redpoll,passerine,12,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Red-throated Loon,waterbird,1,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Savannah Sparrow,passerine,6,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Semipalmated Plover,shorebird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Semipalmated Sandpiper,shorebird,7,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2015,Snow Bunting,passerine,0,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,2.4441176470588246,4.906383488836905
2016,Baird's Sandpiper,shorebird,0,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Black Guillemot,waterbird,6,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Common Eider,waterbird,17,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Glaucous Gull,waterbird,8,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Greater White-fronted Goose,waterbird,14,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Lapland Longspur,passerine,10,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Long-tailed Jaeger,birdofprey,0,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Northern Pintail,waterbird,9,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Redpoll,passerine,7,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Red-throated Loon,waterbird,4,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Savannah Sparrow,passerine,6,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Semipalmated Plover,shorebird,7,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Semipalmated Sandpiper,shorebird,6,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2016,Snow Bunting,passerine,3,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,2.2441176470588236,3.4672530540542965
2017,Baird's Sandpiper,shorebird,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Black Guillemot,waterbird,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Common Eider,waterbird,41,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Glaucous Gull,waterbird,2,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Greater White-fronted Goose,waterbird,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Lapland Longspur,passerine,10,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Long-tailed Jaeger,birdofprey,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Northern Pintail,waterbird,6,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Redpoll,passerine,4,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Red-throated Loon,waterbird,2,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Savannah Sparrow,passerine,8,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Semipalmated Plover,shorebird,8,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Semipalmated Sandpiper,shorebird,3,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2017,Snow Bunting,passerine,2,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.24411764705882355,NA
2018,Baird's Sandpiper,shorebird,2,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Black Guillemot,waterbird,13,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Common Eider,waterbird,19,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Glaucous Gull,waterbird,4,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Greater White-fronted Goose,waterbird,7,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Lapland Longspur,passerine,10,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Long-tailed Jaeger,birdofprey,0,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Northern Pintail,waterbird,20,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Redpoll,passerine,0,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Red-throated Loon,waterbird,0,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Savannah Sparrow,passerine,13,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Semipalmated Plover,shorebird,6,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Semipalmated Sandpiper,shorebird,9,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2018,Snow Bunting,passerine,6,1.7274618818819403,2.0553011316169187,1.448979591836734,0.4441176470588246,-2.437786471637403
2019,Baird's Sandpiper,shorebird,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Black Guillemot,waterbird,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Common Eider,waterbird,19,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Glaucous Gull,waterbird,3,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Greater White-fronted Goose,waterbird,9,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Lapland Longspur,passerine,11,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Long-tailed Jaeger,birdofprey,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Northern Pintail,waterbird,6,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Redpoll,passerine,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Red-throated Loon,waterbird,1,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Savannah Sparrow,passerine,8,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Semipalmated Plover,shorebird,15,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Semipalmated Sandpiper,shorebird,6,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2019,Snow Bunting,passerine,6,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,3.0441176470588243,NA
2020,Baird's Sandpiper,shorebird,0,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Black Guillemot,waterbird,0,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Common Eider,waterbird,18,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Glaucous Gull,waterbird,3,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Greater White-fronted Goose,waterbird,0,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Lapland Longspur,passerine,3,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Long-tailed Jaeger,birdofprey,0,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Northern Pintail,waterbird,3,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Redpoll,passerine,0,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Red-throated Loon,waterbird,0,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Savannah Sparrow,passerine,6,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Semipalmated Plover,shorebird,8,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Semipalmated Sandpiper,shorebird,3,NA,NA,4.591836734693877,-0.25588235294117645,NA
2020,Snow Bunting,passerine,2,NA,NA,4.591836734693877,-0.25588235294117645,NA
2021,Baird's Sandpiper,shorebird,0,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Black Guillemot,waterbird,2,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Common Eider,waterbird,15,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Glaucous Gull,waterbird,5,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Greater White-fronted Goose,waterbird,11,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Lapland Longspur,passerine,7,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Long-tailed Jaeger,birdofprey,0,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Northern Pintail,waterbird,7,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Redpoll,passerine,4,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Red-throated Loon,waterbird,0,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Savannah Sparrow,passerine,6,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Semipalmated Plover,shorebird,8,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Semipalmated Sandpiper,shorebird,22,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2021,Snow Bunting,passerine,14,NA,NA,4.448979591836734,0.1441176470588239,3.760731314923862
2022,Baird's Sandpiper,shorebird,0,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Black Guillemot,waterbird,1,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Common Eider,waterbird,24,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Glaucous Gull,waterbird,2,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Greater White-fronted Goose,waterbird,9,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Lapland Longspur,passerine,11,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Long-tailed Jaeger,birdofprey,0,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Northern Pintail,waterbird,12,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Redpoll,passerine,9,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Red-throated Loon,waterbird,10,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Savannah Sparrow,passerine,1,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Semipalmated Plover,shorebird,8,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Semipalmated Sandpiper,shorebird,5,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2022,Snow Bunting,passerine,6,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.055882352941175384,1.8172530540542962
2023,Baird's Sandpiper,shorebird,0,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Black Guillemot,waterbird,2,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Common Eider,waterbird,14,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Glaucous Gull,waterbird,1,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Greater White-fronted Goose,waterbird,3,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Lapland Longspur,passerine,11,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Long-tailed Jaeger,birdofprey,0,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Northern Pintail,waterbird,11,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Redpoll,passerine,8,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Red-throated Loon,waterbird,0,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Savannah Sparrow,passerine,3,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Semipalmated Plover,shorebird,14,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Semipalmated Sandpiper,shorebird,8,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2023,Snow Bunting,passerine,5,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.3558823529411761,0.6976878366629924
2024,Baird's Sandpiper,shorebird,0,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Black Guillemot,waterbird,0,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Common Eider,waterbird,15,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Glaucous Gull,waterbird,2,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Greater White-fronted Goose,waterbird,6,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Lapland Longspur,passerine,14,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Long-tailed Jaeger,birdofprey,0,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Northern Pintail,waterbird,19,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Redpoll,passerine,2,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Red-throated Loon,waterbird,0,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Savannah Sparrow,passerine,7,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Semipalmated Plover,shorebird,11,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Semipalmated Sandpiper,shorebird,9,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
2024,Snow Bunting,passerine,9,2.2899618818819403,4.117205893521681,-2.408163265306123,NA,NA
